Nome Demanda;PROJETO;DEPÓSITO;DEP.;X;CÓDIGO;Descrição;UNID;MÊS;Qtd;MES;SEMANA;OBSERVAÇÃO;ESPECÍFICO?
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;402592;MED EL 3E 4F 120V 120A GD B;;01/10/2026;100;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;402592;MED EL 3E 4F 120V 120A GD B;;01/11/2026;100;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;402592;MED EL 3E 4F 120V 120A GD B;;01/12/2026;100;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/01/2026;10;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/02/2026;10;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/03/2026;10;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/04/2026;10;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/05/2026;10;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/06/2026;10;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/07/2026;10;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/08/2026;10;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/09/2026;10;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/10/2026;10;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/11/2026;10;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;;400152;MED EL 3E 4F 120 240V 200A TB GD C;;01/12/2026;10;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/12/2026;22;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/11/2026;22;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/10/2026;22;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/09/2026;22;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/08/2026;22;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/07/2026;22;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/06/2026;22;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/05/2026;22;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/04/2026;22;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/03/2026;22;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/02/2026;22;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;;01/01/2026;22;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/12/2026;0;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/11/2026;0;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/10/2026;0;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/09/2026;0;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/08/2026;0;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/07/2026;1;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/06/2026;0;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/05/2026;1;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/04/2026;0;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/03/2026;1;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/02/2026;0;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";;01/01/2026;1;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/12/2026;0;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/11/2026;0;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/10/2026;2;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/09/2026;0;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/08/2026;0;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/07/2026;0;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/06/2026;0;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/05/2026;2;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/04/2026;0;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/03/2026;2;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/02/2026;0;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400074;TRAFO CRTE 15KV 150-5A;;01/01/2026;2;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/12/2026;0;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/11/2026;0;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/10/2026;0;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/09/2026;1;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/08/2026;0;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/07/2026;0;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/06/2026;0;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/05/2026;1;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/04/2026;0;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/03/2026;1;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/02/2026;0;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;;01/01/2026;1;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/12/2026;0;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/11/2026;0;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/10/2026;0;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/09/2026;0;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/08/2026;1;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/07/2026;0;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/06/2026;1;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/05/2026;0;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/04/2026;1;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/03/2026;0;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/02/2026;1;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";;01/01/2026;0;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/12/2026;200;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/12/2026;1320;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/11/2026;200;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/11/2026;1320;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/10/2026;200;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/10/2026;1320;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/09/2026;200;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/09/2026;1320;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/08/2026;200;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/08/2026;1320;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/07/2026;200;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/07/2026;1200;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/06/2026;200;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/06/2026;1200;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/05/2026;200;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/05/2026;1200;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/04/2026;200;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/04/2026;1200;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/03/2026;200;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/03/2026;1200;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/02/2026;200;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/02/2026;0;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/01/2026;200;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;;01/01/2026;0;1;1/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/12/2026;20;12;49/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/11/2026;20;11;45/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/10/2026;20;10;40/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/09/2026;20;9;36/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/08/2026;20;8;31/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/07/2026;20;7;27/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/06/2026;20;6;23/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/05/2026;20;5;18/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/04/2026;20;4;14/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/03/2026;20;3;10/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/02/2026;20;2;6/2026;;
DIC_13.04.2026;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;;01/01/2026;0;1;1/2026;;
