Centro;Pedido;Ordem;Texto cabeçalho documento;Item;Nº reserva;Nº item reserva transferência;Material;Texto breve material;Tipo de movimento;Txt.tipo movimento;Referência;Fornecedor;Doc.material;Item doc.material;Data do documento;Data de lançamento;Data de entrada;Hora do registro;Quantidade;Montante em MI;Depósito;Centro financeiro;Nome do usuário;CAMPO TEXTO DESC.;CAMPO AUTOR DESC.;Operação;Elemento PEP;Imobilizado;Conta do Razão;Classificação contábil múltipla;Estoque especial;Qtd.  UM registro;UM registro;Nome 1;Subnº;Nº roteiro operações;Qtd.em UPP;Qtd.em UM pedido;Empresa;Tipo de avaliação;Lote;Número de documento configurável;Montante externo em MI;Valor de venda;Motivo do movimento;Ordem do cliente;Divisão ord.cliente;Item ord.cliente;Centro custo;Cliente;Código de movimento;Consumo;Código entrada;Ordem do cliente;Item ord.cliente;UM básica;Ano doc.material;Diagrama de rede;Segmento de estoque;Cód.débito/crédito;Tp.transação/evento;Valor PV com IVA;Moeda;Nota acomp.mercadoria;Item gerado automaticamente;Linha original;Contador;Unid.prç.pedido;UM pedido;CAMPO VALOR ICMS;CAMPO VALOR DIFAL;Documento do depósito;Nº do depósito
CDFL;4500125478;;;10;0;0;111181;THINNER 900ML;101;EM Entrada mercador.;180031993;1003818;5000217205;1;24/07/2025;31/07/2025;31/07/2025;11:14:18;12;198,13;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;12;UN;CDFL - CD FLORES;;0;12;12;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;39,62;0;;
CDFL;4500150222;;;10;0;0;112065;CANETA MARCA TEXTO AM;101;EM Entrada mercador.;180035472;1003813;5000257866;1;27/03/2026;02/04/2026;02/04/2026;11:44:29;10;10;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0;BRL;;;0;0;UN;UN;2;0;;
CDFL;4500150222;;;100;0;0;112066;PAPEL AUTO ADES 38X50MM 100FL POST IT;101;EM Entrada mercador.;180035472;1003813;5000257866;9;27/03/2026;02/04/2026;02/04/2026;11:44:29;10;53,7;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;CX;CDFL - CD FLORES;;0;10;10;AMEN;;;;0;0;0;;0;0;;;B;;;;0;CX;2026;;;S;WE;0;BRL;;;0;0;CX;CX;0;0;;
CDFL;4500152896;;;40;0;0;112109;LAPIS;101;EM Entrada mercador.;180035956;1014316;5000263807;2;04/05/2026;15/05/2026;15/05/2026;09:16:20;1; R$ 28,17 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;1;CX;CDFL - CD FLORES;;0;1;1;AMEN;;;;0;0;0;;0;0;;;B;;;;0;CX;2026;;;S;WE;0;BRL;;;0;0;CX;CX;1,97;0;;
CDFL;4500150222;;;70;0;0;112242;CLIPE PAPEL AC NIQ TAM 8/0;101;EM Entrada mercador.;180035472;1003813;5000257866;5;27/03/2026;02/04/2026;02/04/2026;11:44:29;10;48;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;CX;CDFL - CD FLORES;;0;10;10;AMEN;;;;0;0;0;;0;0;;;B;;;;0;CX;2026;;;S;WE;0;BRL;;;0;0;CX;CX;9,6;0;;
CDFL;4500128752;;;10;0;0;112702;FITA DERMACAÇÃO DE PISO VERMELHO;101;EM Entrada mercador.;180032640;1008610;5000223588;2;01/09/2025;09/09/2025;09/09/2025;08:13:25;50;1.796,50;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0;0;0;;0;0;A903030100;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500128752;;;30;0;0;112704;FITA DERMACAÇÃO DE PISO AM;101;EM Entrada mercador.;180032640;1008610;5000223588;1;01/09/2025;09/09/2025;09/09/2025;08:13:25;50;1.749,50;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500141530;;;10;0;0;113917;VENTILADOR INDUSTRIAL GALPAO;101;EM Entrada mercador.;180034168;1008610;5000243745;1;17/12/2025;19/12/2025;19/12/2025;11:10:45;4;4.815,04;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;4;UN;CDFL - CD FLORES;;0;4;4;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500126117;;;40;0;0;114128;RODIZIO PU GIRATORIO 5 04-FR-33756;101;EM Entrada mercador.;180032166;1008610;5000218821;1;06/08/2025;11/08/2025;11/08/2025;11:32:10;4;298,8;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;4;UN;CDFL - CD FLORES;;0;4;4;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;20,92;0;;
CDFL;4500126117;;;70;0;0;114128;RODIZIO PU GIRATORIO 5 04-FR-33756;101;EM Entrada mercador.;180032166;1008610;5000218821;2;06/08/2025;11/08/2025;11/08/2025;11:32:10;8;597,6;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;8;UN;CDFL - CD FLORES;;0;8;8;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;119,52;0;;
CDFL;4500126117;;;50;0;0;114129;PARAFUSO SEXTAVADO ZB RI 1/4X2 CISER;101;EM Entrada mercador.;180032166;1008610;5000218821;3;06/08/2025;11/08/2025;11/08/2025;11:32:10;0,48;21,6;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;0,48;UN;CDFL - CD FLORES;;0;0,48;0,48;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500126117;;;60;0;0;114130;PORCA SEXTAVADA ZB UNC 1/4 CHV 7/16;101;EM Entrada mercador.;180032166;1008610;5000218821;4;06/08/2025;11/08/2025;11/08/2025;11:32:10;48;5,76;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;48;UN;CDFL - CD FLORES;;0;48;48;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500129237;;;20;0;0;114141;SOLVENTE THINNER 5L;101;EM Entrada mercador.;180032733;1012174;5000225223;2;08/09/2025;12/09/2025;12/09/2025;15:59:20;10;770;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;154;0;;
CDFL;4500138731;;;10;0;0;114174;CALCADO DE SEGUR ISOL TIPO TENIS TAM 43;101;EM Entrada mercador.;180034029;1003818;5000240976;1;02/12/2025;11/12/2025;11/12/2025;08:58:07;1;216,24;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;43,25;0;;
CDFL;4500147553;;;10;0;0;114242;"""DISCO CORTE P/ FERRO 7""""X1,6 X PC 50,00";101;EM Entrada mercador.;180035106;1003818;5000254394;1;24/02/2026;09/03/2026;09/03/2026;08:30:56;50;263,5;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500114230;;;10;0;0;120000;VARA MANOBRA TELESC TUB VID TRIAN 6420MM;101;EM Entrada mercador.;180032086;1010013;5000217984;1;24/07/2025;07/08/2025;07/08/2025;10:49:09;6;7.144,88;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;6;UN;CDFL - CD FLORES;;0;6;6;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;434,49;937,88;;
CDFL;4500140129;;;10;0;0;120007;LUVA COBERTURA VAQ 345MM;101;EM Entrada mercador.;180034169;1027129;5000243746;1;15/12/2025;19/12/2025;19/12/2025;11:15:25;30;977,1;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;30;PAR;CDFL - CD FLORES;;0;30;30;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;195,42;0;;
CDFL;4500118885;;;10;0;0;120007;LUVA COBERTURA VAQ 345MM;101;EM Entrada mercador.;180032871;1014457;5000227225;2;04/09/2025;22/09/2025;22/09/2025;08:03:35;30;880,59;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;30;PAR;CDFL - CD FLORES;;0;30;30;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;53,55;115,59;;
CDFL;4500121359;;;20;0;0;120007;LUVA COBERTURA VAQ 345MM;101;EM Entrada mercador.;180031796;1008610;5000215831;1;15/07/2025;18/07/2025;18/07/2025;10:24:59;15;586,95;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;15;PAR;CDFL - CD FLORES;;0;15;15;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;117,39;0;;
CDFL;4500153558;;;60;0;0;120050;CALCADO BOTINA CANO CT C/CAD 42 PT;101;EM Entrada mercador.;180036100;1016114;5000266242;6;14/05/2026;26/05/2026;26/05/2026;10:09:02;70; R$ 8.032,50 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;70;PAR;CDFL - CD FLORES;;0;70;70;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2026;;;S;WE;0;BRL;;;0;0;PAR;PAR;1.606,50;0;;
CDFL;4500118885;;;20;0;0;120050;CALCADO BOTINA CANO CT C/CAD 42 PT;101;EM Entrada mercador.;180032861;1014457;5000226960;9;22/08/2025;18/09/2025;18/09/2025;15:52:47;55;5.856,21;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;55;PAR;CDFL - CD FLORES;;0;55;55;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;356,12;768,72;;
CDFL;4500118885;;;30;0;0;120051;BOTINA SEG ELET C/CAD N36;101;EM Entrada mercador.;180032861;1014457;5000226960;3;22/08/2025;18/09/2025;18/09/2025;15:52:47;10;1.064,77;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;10;PAR;CDFL - CD FLORES;;0;10;10;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;64,75;139,77;;
CDFL;4500118885;;;40;0;0;120065;LUVA VAQUETA G;101;EM Entrada mercador.;180032871;1014457;5000227225;1;04/09/2025;22/09/2025;22/09/2025;08:03:35;120;2.348,24;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;120;PAR;CDFL - CD FLORES;;0;120;120;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;142,8;308,24;;
CDFL;4500141920;;;10;0;0;120068;OCULOS SEG VISOR 100 PC S/ARM ANT INC;101;EM Entrada mercador.;180034322;1003818;5000244329;1;23/12/2025;30/12/2025;30/12/2025;14:57:09;36;303,13;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;36;UN;CDFL - CD FLORES;;0;36;36;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;60,62;0;;
CDFL;4500118885;;;50;0;0;120092;LUVA VAQUETA M;101;EM Entrada mercador.;180032871;1014457;5000227225;5;04/09/2025;22/09/2025;22/09/2025;08:03:35;120;2.182,49;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;120;PAR;CDFL - CD FLORES;;0;120;120;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;132,72;286,49;;
CDFL;4500117314;;;30;0;0;120100;OCULOS SEG VISOR 100 PC S/ARM ANT CZ;101;EM Entrada mercador.;180032832;1007007;5000225989;2;29/07/2025;17/09/2025;17/09/2025;09:59:23;80;1.192,00;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;80;UN;CDFL - CD FLORES;;0;80;80;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;40;192;;
CDFL;4500117314;;;30;0;0;120100;OCULOS SEG VISOR 100 PC S/ARM ANT CZ;101;EM Entrada mercador.;180032391;1007007;5000220903;2;23/07/2025;22/08/2025;22/08/2025;08:52:16;160;2.384,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;160;UN;CDFL - CD FLORES;;0;160;160;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;80;384;;
CDFL;4500153558;;;30;0;0;120107;BOTINA SEG ELET C/CAD N39;101;EM Entrada mercador.;180036100;1016114;5000266242;3;14/05/2026;26/05/2026;26/05/2026;10:09:02;35; R$ 4.016,25 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;35;PAR;CDFL - CD FLORES;;0;35;35;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2026;;;S;WE;0;BRL;;;0;0;PAR;PAR;803,25;0;;
CDFL;4500118885;;;70;0;0;120107;BOTINA SEG ELET C/CAD N39;101;EM Entrada mercador.;180032861;1014457;5000226960;6;22/08/2025;18/09/2025;18/09/2025;15:52:47;40;4.259,07;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;40;PAR;CDFL - CD FLORES;;0;40;40;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;259;559,07;;
CDFL;4500153558;;;40;0;0;120110;BOTINA SEG ELET C/CAD N40;101;EM Entrada mercador.;180036100;1016114;5000266242;4;14/05/2026;26/05/2026;26/05/2026;10:09:02;60; R$ 6.885,00 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;60;PAR;CDFL - CD FLORES;;0;60;60;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2026;;;S;WE;0;BRL;;;0;0;PAR;PAR;1.377,00;0;;
CDFL;4500118885;;;80;0;0;120110;BOTINA SEG ELET C/CAD N40;101;EM Entrada mercador.;180032861;1014457;5000226960;7;22/08/2025;18/09/2025;18/09/2025;15:52:47;55;5.856,21;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;55;PAR;CDFL - CD FLORES;;0;55;55;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;356,12;768,72;;
CDFL;4500118885;;;90;0;0;120111;BOTINA SEG ELET S/CAD N39;101;EM Entrada mercador.;180032861;1014457;5000226960;14;22/08/2025;18/09/2025;18/09/2025;15:52:47;1;131,23;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;1;PAR;CDFL - CD FLORES;;0;1;1;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;7,98;17,23;;
CDFL;4500125478;;;20;0;0;120113;CORRENTE SINALIZ PE PT/AM 3,8X2,1X0,5CM;101;EM Entrada mercador.;180031993;1003818;5000217205;2;24/07/2025;31/07/2025;31/07/2025;11:14:18;200;882;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;200;UN;CDFL - CD FLORES;;0;200;200;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;0;0;;
CDFL;4500150739;;;20;0;0;120114;CARNEIRA AJUST PEBD CZ;101;EM Entrada mercador.;180035613;1015558;5000260173;2;16/04/2026;16/04/2026;16/04/2026;08:00:56;30;828;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;30;UN;CDFL - CD FLORES;;0;30;30;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0;BRL;;;0;0;UN;UN;165,6;0;;
CDFL;4500126824;;;20;0;0;120114;CARNEIRA AJUST PEBD CZ;101;EM Entrada mercador.;180032440;1015558;5000221573;2;19/08/2025;26/08/2025;26/08/2025;08:54:45;50;1.360,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;272;0;;
CDFL;4500153558;;;80;0;0;120118;BOTINA SEG ELET C/CAD N44;101;EM Entrada mercador.;180036100;1016114;5000266242;8;14/05/2026;26/05/2026;26/05/2026;10:09:02;5; R$ 573,75 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;5;PAR;CDFL - CD FLORES;;0;5;5;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2026;;;S;WE;0;BRL;;;0;0;PAR;PAR;114,75;0;;
CDFL;4500118885;;;100;0;0;120118;BOTINA SEG ELET C/CAD N44;101;EM Entrada mercador.;180032861;1014457;5000226960;11;22/08/2025;18/09/2025;18/09/2025;15:52:47;5;532,37;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;5;PAR;CDFL - CD FLORES;;0;5;5;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;32,37;69,89;;
CDFL;4500117314;;;10;0;0;120123;LUVA ISOLANTE CLASSE 2 TAM 10 17KV;101;EM Entrada mercador.;180032831;1007007;5000225843;1;29/07/2025;17/09/2025;17/09/2025;09:10:12;20;10.396,74;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;20;PAR;CDFL - CD FLORES;;0;20;20;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;632,24;1.364,74;;
CDFL;4500124310;;;10;0;0;120123;LUVA ISOLANTE CLASSE 2 TAM 10 17KV;101;EM Entrada mercador.;180032413;1006513;5000221316;1;15/08/2025;25/08/2025;25/08/2025;10:43:48;5;4.441,25;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;5;PAR;CDFL - CD FLORES;;0;5;5;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;888,25;0;;
CDFL;4500125578;;;20;0;0;120128;PERNEIRA SEG COU SINT 15MM;101;EM Entrada mercador.;180032183;1008610;5000218919;1;31/07/2025;11/08/2025;11/08/2025;15:17:05;30;1.346,10;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;30;PAR;CDFL - CD FLORES;;0;30;30;AMEN;;;;0;0;0;;0;0;A903030100;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;269,22;0;;
CDFL;4500153558;;;50;0;0;120136;BOTINA SEG ELET C/CAD N41;101;EM Entrada mercador.;180036100;1016114;5000266242;5;14/05/2026;26/05/2026;26/05/2026;10:09:02;75; R$ 8.606,25 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;75;PAR;CDFL - CD FLORES;;0;75;75;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2026;;;S;WE;0;BRL;;;0;0;PAR;PAR;1.721,25;0;;
CDFL;4500118885;;;120;0;0;120136;BOTINA SEG ELET C/CAD N41;101;EM Entrada mercador.;180032861;1014457;5000226960;8;22/08/2025;18/09/2025;18/09/2025;15:52:47;55;5.856,21;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;55;PAR;CDFL - CD FLORES;;0;55;55;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;356,13;768,72;;
CDFL;4500128795;;;90;0;0;120141;CALCA RESIST ARCO ELET/CHAMA 44;101;EM Entrada mercador.;180033928;1011140;5000239306;9;21/11/2025;02/12/2025;02/12/2025;14:38:04;50;7.943,49;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0;0;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0;BRL;;;0;0;UN;UN;876,12;642,49;;
CDFL;4500118885;;;130;0;0;120163;BOTINA SEG ELET C/CAD N46;101;EM Entrada mercador.;180032861;1014457;5000226960;13;22/08/2025;18/09/2025;18/09/2025;15:52:47;2;212,95;CUST;ESTOQUE_AME;GRIBEIRO;;;;;;;;;2;PAR;CDFL - CD FLORES;;0;2;2;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2025;;;S;WE;0;BRL;;;0;0;PAR;PAR;12,95;27,95;;
CDFL;4500153558;;;70;0;0;120167;BOTINA SEG ELET C/CAD N43;101;EM Entrada mercador.;180036100;1016114;5000266242;7;14/05/2026;26/05/2026;26/05/2026;10:09:02;30; R$ 3.442,50 ;CUST;ESTOQUE_AME;LPEIXOTO;;;;;;;;;30;PAR;CDFL - CD FLORES;;0;30;30;AMEN;;;;0;0;0;;0;0;;;B;;;;0;PAR;2026;;;S;WE;0;BRL;;;0;0;PAR;PAR;688,5;0;;
