Documento de compras	Item	Contrato básico	It.contrato superior	Fornecedor/centro fornecedor	Tipo doc.compras	Ctg.doc.compras	Grupo de compradores	Histórico pedido/docum.SolRem.	Data do documento	Código de imposto	Material	Texto breve	Grupo de mercadorias	Código de eliminação	Categoria do item	Ctg.class.cont.	Centro	Depósito	Qtd.pedido	UM pedido	Qtd.na UnidGestEstoq	Unidade manutenção estoque	Preço líquido	Moeda	Unidade preço	Quantidade prevista	Qtd.prev.pendente	a ser fornecida (quantidade)	a ser fornecido (valor	Ãinda a faturar (quantidade)	Ainda a faturar (valor)	Núm.itens	Domicílio fiscal	Valor líquido pedido
4500138262	30	4600002571	80	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	GAE		24/11/2025	C1	402847	POSTE CONC DUPL T 9/300	MC13001				CDFL	INVT	172	UN	172	UN	880,6	BRL	1	0	0	171	150.582,60	172	151.463,20	1	ZF 1302603	151.463,20
4500138262	40		0	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	GAE		24/11/2025	C1	402650	POSTE CONCRETO DUPLO T 9 M 600 DAN	MC13001				CDFL	INVT	10	UN	10	UN	1.190,00	BRL	1	0	0	0	0	10	11.900,00	1	ZF 1302603	11.900,00
4500138262	50		0	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	GAE		24/11/2025	CA	402847	POSTE CONC DUPL T 9 M 300 DAN	MC13001				CDFL	INVT	32	UN	32	UN	880,6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	28.179,20
4500138292	10	4600003099	60	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A03		24/11/2025	C0	400988	POSTE CONCRETO TRON CON 9M 600KGF	MC13001				CDFL	INVT	8	UN	8	UN	1.959,95	BRL	1	0	0	8	15.679,60	8	15.679,60	1	ZF 1302603	15.679,60
4500138292	20	4600002571	350	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A03		24/11/2025	C0	401296	POSTE CONCRETO TRON CON 11M 600KGF	MC13001				CDFL	INVT	7	UN	7	UN	2.220,41	BRL	1	0	0	7	15.542,87	7	15.542,87	1	ZF 1302603	15.542,87
4500138292	30	4600003099	70	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A03		24/11/2025	C0	400224	POSTE CONC DUPL T 11 M 300 DAN	MC13001				CDFL	INVT	92	UN	92	UN	1.620,00	BRL	1	0	0	92	149.040,00	92	149.040,00	1	ZF 1302603	149.040,00
4500138292	40	4600003099	80	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A03		24/11/2025	C1	401127	POSTE CONCRETO ARM DUPL T 11M 600KGF	MC13001				CDFL	INVT	174	UN	174	UN	1.917,66	BRL	1	0	0	99	189.848,34	174	333.672,84	1	ZF 1302603	333.672,84
4500138292	50	4600002571	310	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A03		24/11/2025	C0	401349	POSTE CONCRETO CIRC 11M 1000DAN	MC13001				CDFL	INVT	17	UN	17	UN	3.614,07	BRL	1	0	0	17	61.439,19	17	61.439,19	1	ZF 1302603	61.439,19
4500138730	10		0	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A16		23/12/2025	C1	400224	POSTE CONC DUPL T 11 M 300 DAN	MC13001				CDFL	INVT	25	UN	25	UN	1.296,00	BRL	1	0	0	0	0	0	0	1	ZF 1302603	32.400,00
4500138758	10		0	1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS	NB	F	A16		06/01/2026	A5	402847	POSTE CONC DUPL T 9 M 300 DAN	MC13001				CDFL	INVT	32	UN	32	UN	880,6	BRL	1	0	0	32	28.179,20	32	28.179,20	1	ZF 1302603	28.179,20
4500135838	10		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113080	FILTRO AR	MC01501			K	CDFL		1	UN	1	UN	90,66	BRL	1	0	0	0	0	0	0	1	ZF 1302603	90,66
4500135839	10		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C1	113125	FLUIDO FREIO DOT4 500 ML 2264300 20X1	MC00303			K	CDFL		2	UN	2	UN	14,4	BRL	1	0	0	0	0	0	0	1	ZF 1302603	28,8
4500135839	20		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113256	OLEO LUBRICANTE 15W40	MC00301			K	CDFL		1	UN	1	UN	335,79	BRL	1	0	0	0	0	0	0	1	ZF 1302603	335,79
4500135839	30		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113203	OLEO LUBRIFICANTE DE  MOTOR	MC00303			K	CDFL		1	UN	1	UN	388,65	BRL	1	0	0	0	0	0	0	1	ZF 1302603	388,65
4500135839	40		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113014	FAIXA REFLETIVA LATERIAL 30x5CM LE	MC00303			K	CDFL		5	UN	5	UN	2,53	BRL	1	0	0	0	0	0	0	1	ZF 1302603	12,65
4500135839	50		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113937	FAIXA REFLETIVA LATERAL 30x5CM LD	MC00303			K	CDFL		5	UN	5	UN	2,53	BRL	1	0	0	0	0	0	0	1	ZF 1302603	12,65
4500135839	60		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113939	FAIXA REFLETIVA PARA-CHOQUE DIREITO	MC00303			K	CDFL		1	UN	1	UN	44,91	BRL	1	0	0	0	0	0	0	1	ZF 1302603	44,91
4500135839	70		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C1	113300	SILICONE	MC00901			K	CDFL		1	UN	1	UN	19,76	BRL	1	0	0	0	0	0	0	1	ZF 1302603	19,76
4500135840	10		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C1	113125	FLUIDO FREIO DOT4 500 ML 2264300 20X1	MC00303			K	CDFL		2	UN	2	UN	22,31	BRL	1	0	0	0	0	0	0	1	ZF 1302603	44,62
4500135840	20		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113200	CILINDRO MESTRE	MC00303			K	CDFL		1	UN	1	UN	486,75	BRL	1	0	0	0	0	0	0	1	ZF 1302603	486,75
4500135840	30		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113112	VELA IGNICAO	MC00303			K	CDFL		10	UN	10	UN	10	BRL	1	0	0	6	60	6	60	1	ZF 1302603	100
4500135840	40		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113140	BIELETA BARRA DIANTEIRA ESQUERDA	MC00303			K	CDFL		1	UN	1	UN	38,75	BRL	1	0	0	0	0	0	0	1	ZF 1302603	38,75
4500135840	50		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113145	BIELETA BARRA DIANTEIRA DIREITA	MC00303			K	CDFL		1	UN	1	UN	38,75	BRL	1	0	0	0	0	0	0	1	ZF 1302603	38,75
4500135840	60		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113486	CILINBRO DA RODA	MC00303			K	CDFL		2	UN	2	UN	39,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	79,8
4500135840	70		0	1006953    MELO DISTRIBUIDORA DE PECAS LTDA	NB	F	GAE		05/11/2025	C0	113851	SENSOR TEMPERATURA P/ VEICULOS	MC00303			K	CDFL		1	UN	1	UN	40,56	BRL	1	0	0	0	0	0	0	1	ZF 1302603	40,56
4500136316	10	4600003045	70	1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO	NB	F	GAE		13/11/2025	C1	800847	CRUZETA POL PE/FBN 90X112,5X2400MM	MC12001				CDFL	CUST	520	UN	520	UN	230,18	BRL	1	0	0	520	119.691,00	520	119.691,00	1	ZF 1302603	119.691,00
4500137985	10	4600003045	10	1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO	NB	F	GAE		24/11/2025	C1	407355	CRUZETA POL FBV/RES 2400X112,5X90MM DAT	MC12001				CDFL	INVT	430	UN	430	UN	151,13	BRL	1	0	0	430	64.983,75	430	64.983,75	1	ZF 1302603	64.983,75
4500137985	20	4600003045	20	1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO	NB	F	GAE		24/11/2025	C0	401959	CRUZETA POL FBV/RES PES 2400X112,5X90MM	MC12001				CDFL	INVT	1.381	UN	1.381	UN	162,5	BRL	1	0	0	1.381	224.412,50	1.381	224.412,50	1	ZF 1302603	224.412,50
4500137985	30	4600003045	30	1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO	NB	F	GAE		24/11/2025	A1	401547	CRUZETA POL PE/FBN 90X112,5X2400MM	MC12001				CDFL	INVT	493	UN	493	UN	230,17	BRL	1	0	0	493	113.476,27	493	113.476,27	1	ZF 1302603	113.476,27
4500137986	10	4600003045	50	1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO	NB	F	GAE		24/11/2025	C1	801112	CRUZETA POL FBV/RES PES 2400X112,5X90MM	MC12001				CDFL	CUST	337	UN	337	UN	151,12	BRL	1	0	0	337	50.929,12	337	50.929,12	1	ZF 1302603	50.929,12
4500137986	20	4600003045	70	1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO	NB	F	GAE		24/11/2025	C1	800847	CRUZETA POL PE/FBN 90X112,5X2400MM	MC12001				CDFL	CUST	264	UN	264	UN	230,18	BRL	1	0	0	264	60.766,20	264	60.766,20	1	ZF 1302603	60.766,20
4500135825	10		0	1007229    3A MANGUEIRAS E FIXADORES DA AMAZON	NB	F	GAE		05/11/2025	C0	113288	ABRACADEIRA 43828	MC01301			K	CDFL		2	UN	2	UN	2	BRL	1	0	0	0	0	0	0	1	ZF 1302603	4
4500135825	20		0	1007229    3A MANGUEIRAS E FIXADORES DA AMAZON	NB	F	GAE		05/11/2025	C1	113276	MANGUEIRA 2W3172	MC00303			K	CDFL		2,25	UN	2,25	UN	44	BRL	1	0	0	0	0	0	0	1	ZF 1302603	99
4500137960	10	4600003060	50	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	800929	PARAFUSO CAB QD AC 16MM 250MM	MC01301				CDFL	CUST	179	UN	179	UN	9,57	BRL	1	0	0	179	1.712,24	179	1.712,24	1	ZF 1302603	1.712,24
4500137960	20	4600003060	30	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	800922	PARAFUSO CAB QD AC 16MM 450MM	MC01301				CDFL	CUST	250	UN	250	UN	19,4	BRL	1	0	0	250	4.851,00	250	4.851,00	1	ZF 1302603	4.851,00
4500137960	30	4600003060	20	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	801064	PARAFUSO CAB ABA AC 10MM 115MM	MC01301				CDFL	CUST	1.751	UN	1.751	UN	2,22	BRL	1	0	0	1.751	3.883,02	1.751	3.883,02	1	ZF 1302603	3.883,02
4500137960	40	4600003060	60	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	MC01301				CDFL	CUST	158	UN	158	UN	12,31	BRL	1	0	0	158	1.945,17	158	1.945,17	1	ZF 1302603	1.945,17
4500137967	10	4600003077	40	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	401485	BRACO SUPORTE TIPO C 580X365MM 851/6	MC12002				CDFL	INVT	341	UN	341	UN	116,12	BRL	1	0	0	341	39.598,56	341	39.598,56	1	ZF 1302603	39.598,56
4500137967	20	4600003077	70	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	401844	PERFIL U PARA REDE COMPACTA	MC01206				CDFL	INVT	112	UN	112	UN	110,49	BRL	1	0	0	112	12.375,19	112	12.375,19	1	ZF 1302603	12.375,19
4500137967	30	4600003077	90	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	402490	SUPORTE AFAST HORIZ C/PRENSA REDE 15KV	MC12002				CDFL	INVT	30	UN	30	UN	267,1	BRL	1	0	0	30	8.012,93	30	8.012,93	1	ZF 1302603	8.012,93
4500137967	40	4600003077	100	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	402017	SUPORTE TRANSF POSTE DUP T AC 210X125MM	MC12002				CDFL	INVT	30	UN	30	UN	124,99	BRL	1	0	0	30	3.749,59	30	3.749,59	1	ZF 1302603	3.749,59
4500137967	50	4600003077	170	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	402875	SUPORTE TIPO T PARA CHAVE/PARA-RAIO	MC12002				CDFL	INVT	30	UN	30	UN	76,34	BRL	1	0	0	30	2.290,20	30	2.290,20	1	ZF 1302603	2.290,20
