Divisão da remessa;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Preço líquido;Moeda;Unidade preço;Qtd.divisão;Data de remessa;Hora;Dat.rem.estatística;Quantidade anterior;Qtd.entrada;Quantidade saída;Qtd.fornecida;Requisição de compra;Item ReqC;Código de criação;Núm.itens;Contrato básico;a ser fornecido (valor;a ser fornecida (quantidade);Ãinda a faturar (quantidade);Ainda a faturar (valor);Categoria do item;Código de controle;Código de imposto;Código de liberação;Ctg.externa hierarquia;Den.característica 1;Denominação da característica 1;Denominação da característica 2;Denominação da característica 2;Denominação da característica 3;Denominação da característica 3;Dep.saída (do estq.);Documento de compras;Domicílio fiscal;Estado de liberação;Estrat.de liberação;Fim da validade;Fornecedor/centro fornecedor;Grupo de liberação;Grupo PSST;Histórico do consumo de componentes;Incompleto;Início per.validade;It.contrato superior;Item;Nº acompanhamento;Número da hierarquia;Número de documento configurável;Nº externo ordenação;Nº pacote;Nome de fornecedor;Organização compras;PriorNeces.;Prz.apresent.cotação;Qtd.na UnidGestEstoq;Qtd.notificada;Qtd.prev.pendente;Qtd.solicit.anterior;Quantidade prevista;Reg. info compras;Regra de agrupamento PSST;RFQ coletiva;Segmento de estoque;Segmento necessidade;Origem;Unid.prç.pedido;Unidade manutenção estoque;Urgência necessidade;ValFix.(cabeç.);Valor global pendente;Valor líquido pedido;Valor pendente;Valor solicitado
1;NB;F;GAE;;20/02/2026;800966;PARAFUSO OLH AC 16MM 450MM;MC01301;;;;CDFL;CUST;145;UN;20,96;BRL;1;145;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128113;10;R;1;;3.039,52;145;145;3.039,52;0;;C1;G;;;;;;;;;4500147275;ZF 1302603;X;19;;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;2;;;;;0;10;;;;0;0;1003152    ROMAGNOLE PRODUTOS ELETR;OA01;0;;145;0;0;0;0;5300016098;;;;;;UN;UN;0;0,00;0,00;3.039,52;0,00;0,00
1;NB;F;GAE;;20/02/2026;800108;PARAFUSO CAB ABA AC 16MM 45MM;MC01301;;;;CDFL;CUST;371;UN;2,42;BRL;1;371;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128113;20;R;1;;897,08;371;371;897,08;0;;C1;G;;;;;;;;;4500147275;ZF 1302603;X;19;;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;2;;;;;0;20;;;;0;0;1003152    ROMAGNOLE PRODUTOS ELETR;OA01;0;;371;0;0;0;0;5300031763;;;;;;UN;UN;0;0,00;0,00;897,08;0,00;0,00
1;ZCDR;F;GAE;;23/02/2026;407223;MANTA ALUMINIZADA 10CM x 10M;MC00901;;;;CDFL;INVT;458;UN;19,69;BRL;1;458;20/02/2026;00:00:00;20/02/2026;0;458;0;0;10130011;10;R;1;;0,00;0;0;0,00;0;;CA;G;;;;;;;;;4500147431;ZF 1302603;X;15;;1003224    BENY MATERIAIS DE CONSTRUCAO LTDA;2;;;;;0;10;;;;0;0;1003224    BENY MATERIAIS DE CONSTR;OA01;0;;458;458;0;0;0;5300031765;;;;;;PEÇ;UN;0;0,00;0,00;9.017,10;0,00;0,00
1;ZCDR;F;GAE;;11/03/2026;410212;FITA AUTOADESIVA BLINDAGEM 10cmX10m;MC03701;;;;CDFL;INVT;150;UN;19,68;BRL;1;150;11/03/2026;00:00:00;11/03/2026;0;150;0;0;10131217;10;R;1;;0,00;0;0;0,00;0;;CA;G;;;;;;;;;4500148647;ZF 1302603;X;15;;1003224    BENY MATERIAIS DE CONSTRUCAO LTDA;2;;;;;0;10;;;;0;0;1003224    BENY MATERIAIS DE CONSTR;OA01;0;;150;150;0;0;0;5300031967;;;;;;UN;UN;0;0,00;0,00;2.952,00;0,00;0,00
1;NB;F;GAE;;03/02/2026;400072;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;338;UN;4.229,89;BRL;1;338;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;10;R;1;4600001961;1.429.703,21;338;338;1.429.703,21;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;680;10;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;338;0;0;0;0;5300002775;;;;;;UN;UN;0;0,00;0,00;1.429.703,21;0,00;0,00
1;NB;F;GAE;;03/02/2026;402447;TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;15;UN;5.064,79;BRL;1;15;28/02/2026;00:00:00;28/02/2026;0;15;0;0;10128154;20;R;1;4600001961;0,00;0;0;0,00;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;690;20;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;15;15;0;0;0;5300004584;;;;;;UN;UN;0;0,00;0,00;75.971,79;0,00;0,00
1;NB;F;GAE;;03/02/2026;401193;TRAFO AER 1F 7,96KV 15KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;14;UN;6.713,25;BRL;1;14;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;30;R;1;4600001961;93.985,56;14;14;93.985,56;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;700;30;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;14;0;0;0;0;5300005080;;;;;;UN;UN;0;0,00;0,00;93.985,56;0,00;0,00
1;NB;F;GAE;;03/02/2026;402132;TRAFO AER 1F 15KV 25KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;20;UN;9.443,94;BRL;1;20;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;40;R;1;4600001961;188.878,72;20;20;188.878,72;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;710;40;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;20;0;0;0;0;5300004583;;;;;;UN;UN;0;0,00;0,00;188.878,72;0,00;0,00
1;NB;F;GAE;;03/02/2026;401324;TRAFO AER 3F 15KV 30KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;10;UN;11.509,42;BRL;1;10;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;50;R;1;4600001961;115.094,20;10;10;115.094,20;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;720;50;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;10;0;0;0;0;5300004585;;;;;;UN;UN;0;0,00;0,00;115.094,20;0,00;0,00
1;NB;F;GAE;;03/02/2026;400073;TRAFO AER 3F 15KV 45KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;42;UN;14.117,36;BRL;1;42;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;60;R;1;4600001961;592.929,24;42;42;592.929,24;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;730;60;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;42;0;0;0;0;5300000472;;;;;;UN;UN;0;0,00;0,00;592.929,24;0,00;0,00
1;NB;F;GAE;;03/02/2026;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;40;UN;16.789,02;BRL;1;40;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;70;R;1;4600001961;671.560,64;40;40;671.560,64;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;740;70;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;40;0;0;0;0;5300000471;;;;;;UN;UN;0;0,00;0,00;671.560,64;0,00;0,00
1;NB;F;GAE;;03/02/2026;400288;TRAFO AER 3F 15KV 112,5KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;66;UN;23.061,66;BRL;1;66;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10128154;80;R;1;4600001961;1.522.069,30;66;66;1.522.069,30;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;750;80;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;66;0;0;0;0;5300000473;;;;;;UN;UN;0;0,00;0,00;1.522.069,30;0,00;0,00
1;NB;F;GAE;;04/02/2026;402447;TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;15;UN;5.064,79;BRL;1;15;20/03/2026;00:00:00;20/03/2026;0;15;0;0;10128154;110;R;1;4600001961;0,00;0;0;0,00;0;;CA;G;;;;;;;;;4500144983;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;780;110;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;15;15;0;0;0;5300004584;;;;;;UN;UN;0;0,00;0,00;75.971,79;0,00;0,00
1;NB;F;GAE;;04/03/2026;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;256;UN;3.817,86;BRL;1;256;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;10;R;1;4600001961;977.371,06;256;256;977.371,06;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;790;10;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;256;0;0;0;0;5300031910;;;;;;UN;UN;0;0,00;0,00;977.371,06;0,00;0,00
1;NB;F;GAE;;04/03/2026;410117;TRAFO AER 1F 7,9KV 10KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;45;UN;4.205,92;BRL;1;45;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;20;R;1;4600001961;189.266,22;45;45;189.266,22;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;800;20;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;45;0;0;0;0;5300031911;;;;;;UN;UN;0;0,00;0,00;189.266,22;0,00;0,00
1;NB;F;GAE;;04/03/2026;410118;TRAFO AER 1F 7,9KV 15KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;36;UN;5.342,32;BRL;1;36;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;30;R;1;4600001961;192.323,44;36;36;192.323,44;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;810;30;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;36;0;0;0;0;5300031912;;;;;;UN;UN;0;0,00;0,00;192.323,44;0,00;0,00
1;NB;F;GAE;;04/03/2026;410119;TRAFO AER 1F 15KV 25KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;15;UN;6.143,97;BRL;1;15;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;40;R;1;4600001961;92.159,50;15;15;92.159,50;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;820;40;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;15;0;0;0;0;5300031913;;;;;;UN;UN;0;0,00;0,00;92.159,50;0,00;0,00
1;NB;F;GAE;;04/03/2026;410120;TRAFO AER 3F 15KV 30KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;25;UN;9.366,51;BRL;1;25;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;50;R;1;4600001961;234.162,80;25;25;234.162,80;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;830;50;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;25;0;0;0;0;5300031914;;;;;;UN;UN;0;0,00;0,00;234.162,80;0,00;0,00
1;NB;F;GAE;;04/03/2026;410126;TRAFO AER 3F 15KV 45KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;88;UN;10.925,24;BRL;1;88;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;60;R;1;4600001961;961.420,70;88;88;961.420,70;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;840;60;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;88;0;0;0;0;5300031915;;;;;;UN;UN;0;0,00;0,00;961.420,70;0,00;0,00
1;NB;F;GAE;;04/03/2026;410122;TRAFO AER 3F 15KV 75KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;361;UN;14.452,65;BRL;1;361;04/05/2026;00:00:00;04/05/2026;0;0;0;0;10130243;70;R;1;4600001961;5.217.407,56;361;361;5.217.407,56;0;;C1;G;;;;;;;;;4500148071;ZF 1302603;X;19;;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;2;;;;;850;70;;;;0;0;1003291    INDUSTRIA DE TRANSFORMAD;OA01;0;;361;0;0;0;0;5300031916;;;;;;UN;UN;0;0,00;0,00;5.217.407,56;0,00;0,00
1;NB;F;A03;;12/01/2026;401632;LACRE SEG MET 11DIG BR;MC12505;;;;CDFL;INVT;145.100;UN;1,79;BRL;1;145.100;13/03/2026;00:00:00;13/03/2026;0;145.100;0;0;10124052;10;R;1;;0,00;0;0;0,00;0;;C1;G;;;;;;;;;4500142027;ZF 1302603;X;19;;1003333    METALACRE INDUSTRIA E COMERCIO DE L;2;;;;;0;10;;;;0;0;1003333    METALACRE INDUSTRIA E CO;OA01;0;;145.100;145.100;0;0;0;5300000887;;;;;;UN;UN;0;0,00;0,00;259.090,56;0,00;0,00
1;NB;F;GAE;;12/03/2026;401632;LACRE SEG MET 11DIG BR;MC12505;;;;CDFL;INVT;223.000;UN;1,79;BRL;1;223.000;13/05/2026;00:00:00;13/05/2026;0;0;0;0;10130884;10;R;1;;398.188,80;223.000;223.000;398.188,80;0;;C1;G;;;;;;;;;4500149234;ZF 1302603;X;19;;1003333    METALACRE INDUSTRIA E COMERCIO DE L;2;;;;;0;10;;;;0;0;1003333    METALACRE INDUSTRIA E CO;OA01;0;;223.000;0;0;0;0;5300000887;;;;;;UN;UN;0;0,00;0,00;398.188,80;0,00;0,00
1;NB;F;A01;;16/03/2026;402816;MEDIDOR ELETR PROGR 3F 120V 2,5/10A THS;MC12501;;;;CDFL;INVT;268;UN;511,19;BRL;1;268;25/05/2026;00:00:00;25/05/2026;0;0;0;0;10103130;30;R;1;4600003150;136.999,46;268;268;136.999,46;0;;C1;G;;;;;;;;;4500149684;ZF 1302603;X;19;;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;2;;;;;10;10;;;;0;0;1003382    ELETRA INDUSTRIA E COMER;OA01;0;;268;0;0;0;0;5300005575;;;;;;UN;UN;0;0,00;0,00;136.999,46;0,00;0,00
1;NB;F;A01;;23/01/2026;800515;ISOLADOR ANCOR POLIM 15KV 5000DAN;MC10902;;;;CDFL;CUST;605;UN;29,76;BRL;1;605;25/03/2026;00:00:00;16/03/2026;0;605;0;0;10100954;10;R;1;4600003072;0,00;0;0;0,00;0;;C1;G;;;;;;;;;4500144585;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;10;10;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;605;605;0;0;0;5300026814;;;;;;UN;UN;0;0,00;0,00;18.004,80;0,00;0,00
1;NB;F;A01;;23/01/2026;401116;ISOLADOR ANCOR POLIM 15KV 5000DAN;MC10902;;;;CDFL;INVT;2.095;UN;29,76;BRL;1;2.095;25/03/2026;00:00:00;16/03/2026;0;2.095;0;0;10100954;20;R;1;4600003072;0,00;0;0;0,00;0;;C1;G;;;;;;;;;4500144585;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;20;20;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;2.095;2.095;0;0;0;5300026815;;;;;;UN;UN;0;0,00;0,00;62.347,20;0,00;0,00
1;NB;F;A02;;10/02/2026;402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;MC21101;;;;CDFL;INVT;797;UN;130,20;BRL;1;797;13/04/2026;00:00:00;13/04/2026;0;0;0;0;10101106;30;R;1;4600003075;103.769,40;797;797;103.769,40;0;;C1;G;;;;;;;;;4500145769;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;40;10;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;797;797;0;0;0;5300014965;;;;;;UN;UN;0;0,00;0,00;103.769,40;0,00;0,00
1;NB;F;A02;;11/02/2026;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;MC10801;;;;CDFL;INVT;2.535;UN;268,77;BRL;1;2.535;11/05/2026;00:00:00;11/05/2026;0;0;0;0;10101510;80;R;1;4600003086;681.331,95;2.535;2.535;681.331,95;0;;C1;G;;;;;;;;;4500145784;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;70;10;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;2.535;0;0;0;0;5300000806;;;;;;UN;UN;0;0,00;0,00;681.331,95;0,00;0,00
