Centro;Pedido;Ordem;Texto cabeçalho documento;Item;Nº reserva;Nº item reserva transferência;Material;Texto breve material;Tipo de movimento;Txt.tipo movimento;Referência;Fornecedor;Doc.material;Item doc.material;Data do documento;Data de lançamento;Data de entrada;Hora do registro;Quantidade;Montante em MI;Depósito;Centro financeiro;Nome do usuário;CAMPO TEXTO DESC.;CAMPO AUTOR DESC.;Operação;Elemento PEP;Imobilizado;Conta do Razão;Classificação contábil múltipla;Estoque especial;Qtd.  UM registro;UM registro;Nome 1;Subnº;Nº roteiro operações;Qtd.em UPP;Qtd.em UM pedido;Empresa;Tipo de avaliação;Lote;Número de documento configurável;Montante externo em MI;Valor de venda;Motivo do movimento;Ordem do cliente;Divisão ord.cliente;Item ord.cliente;Centro custo;Cliente;Código de movimento;Consumo;Código entrada;Ordem do cliente;Item ord.cliente;UM básica;Ano doc.material;Diagrama de rede;Segmento de estoque;Cód.débito/crédito;Tp.transação/evento;Valor PV com IVA;Moeda;Nota acomp.mercadoria;Item gerado automaticamente;Linha original;Contador;Unid.prç.pedido;UM pedido;CAMPO VALOR ICMS;CAMPO VALOR DIFAL;Documento do depósito;Nº do depósito
CDFL;4500128795;;;60;0;0;120259;CALCA RESIST ARCO ELET/CHAMA 38;101;EM Entrada mercador.;0180033928;1011140;5000239306;6;21/11/2025;02/12/2025;02/12/2025;14:38:04;10;1.588,70;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;175,22;128,50;;
CDFL;4500128795;;;70;0;0;120260;CALCA RESIST ARCO ELET/CHAMA 40;101;EM Entrada mercador.;0180033928;1011140;5000239306;7;21/11/2025;02/12/2025;02/12/2025;14:38:04;20;3.177,40;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;20;UN;CDFL - CD FLORES;;0;20;20;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;350,45;257,00;;
CDFL;4500128795;;;80;0;0;120261;CALCA RESIST ARCO ELET/CHAMA 42;101;EM Entrada mercador.;0180033928;1011140;5000239306;8;21/11/2025;02/12/2025;02/12/2025;14:38:04;40;6.354,79;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;40;UN;CDFL - CD FLORES;;0;40;40;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;700,90;513,99;;
CDFL;4500135773;;;10;0;0;120297;OCULOS SEG SOBREPOR;101;EM Entrada mercador.;0180033736;1003818;5000236014;1;04/11/2025;14/11/2025;14/11/2025;10:24:15;10;85,90;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;17,18;0,00;;
CDFL;4500128795;;;10;0;0;120332;CAMISA P RESIST ARCO ELET/CHAMA ATPV 9.0;101;EM Entrada mercador.;0180033928;1011140;5000239306;1;21/11/2025;02/12/2025;02/12/2025;14:38:04;30;4.772,62;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;30;UN;CDFL - CD FLORES;;0;30;30;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;526,39;386,02;;
CDFL;4500128795;;;30;0;0;120334;CAMISA G RESIST ARCO ELET/CHAMA ATPV 9.0;101;EM Entrada mercador.;0180033928;1011140;5000239306;3;21/11/2025;02/12/2025;02/12/2025;14:38:04;70;11.136,12;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;70;UN;CDFL - CD FLORES;;0;70;70;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;1.228,25;900,72;;
CDFL;4500128795;;;40;0;0;120335;CAMISA GG RESIST ARCO ELE/CHAMA ATPV 9.0;101;EM Entrada mercador.;0180033928;1011140;5000239306;4;21/11/2025;02/12/2025;02/12/2025;14:38:04;40;6.363,49;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;40;UN;CDFL - CD FLORES;;0;40;40;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;701,86;514,69;;
CDFL;4500128795;;;50;0;0;120336;CAMISA EG RESIST ARCO ELE/CHAMA ATPV 9.0;101;EM Entrada mercador.;0180033928;1011140;5000239306;5;21/11/2025;02/12/2025;02/12/2025;14:38:04;10;1.590,87;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;175,46;128,67;;
CDFL;4500128795;;;100;0;0;120343;CALCA RESIST ARCO ELET/CHAMA 46 ATPV 9.0;101;EM Entrada mercador.;0180033928;1011140;5000239306;10;21/11/2025;02/12/2025;02/12/2025;14:38:04;50;7.943,49;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;876,12;642,49;;
CDFL;4500128795;;;110;0;0;120344;CALCA RESIST ARCO ELET/CHAMA 48 ATPV 9.0;101;EM Entrada mercador.;0180033928;1011140;5000239306;11;21/11/2025;02/12/2025;02/12/2025;14:38:04;30;4.766,09;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;30;UN;CDFL - CD FLORES;;0;30;30;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;525,67;385,49;;
CDFL;4500140523;;;10;0;0;120366;CAPUZ DE SEGURANCA TIPO BALACLAVA;101;EM Entrada mercador.;0180034570;1027174;5000248017;1;28/01/2026;28/01/2026;28/01/2026;14:21:49;50;5.755,50;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;50;UN;CDFL - CD FLORES;;0;50;50;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;350,00;755,50;;
CDFL;4500133713;;;50;0;0;120410;RESPIRADOR  SEMIFACIAL PFF2 N95 TAM M;101;EM Entrada mercador.;0180033527;1003818;5000234221;2;21/10/2025;30/10/2025;30/10/2025;10:23:45;1;181,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;36,20;0,00;;
CDFL;4500133713;;;20;0;0;120410;RESPIRADOR  SEMIFACIAL PFF2 N95 TAM M;101;EM Entrada mercador.;0180033358;1003818;5000232561;2;13/10/2025;20/10/2025;20/10/2025;11:33:18;2;362,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;2;UN;CDFL - CD FLORES;;0;2;2;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;72,40;0,00;;
CDFL;4500139122;;;10;0;0;120452;LUVA ALGODAO M;101;EM Entrada mercador.;0180034081;1003818;5000241714;1;09/12/2025;15/12/2025;15/12/2025;09:38:02;600;1.530,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;600;UN;CDFL - CD FLORES;;0;600;600;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;107,10;0,00;;
CDFL;4500134200;;;10;0;0;120453;EXTINTOR PORTATIL PO QUIMICO ABC 12KG;101;EM Entrada mercador.;0180033461;1004023;5000234010;1;21/10/2025;27/10/2025;27/10/2025;09:09:47;10;3.700,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;0,00;0,00;;
CDFL;4500134200;;;20;0;0;120454;EXTINTOR PORTATIL PO QUIMICO ABC 6KG;101;EM Entrada mercador.;0180033461;1004023;5000234010;2;21/10/2025;27/10/2025;27/10/2025;09:09:47;30;6.000,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;30;UN;CDFL - CD FLORES;;0;30;30;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;0,00;0,00;;
CDFL;4500135753;;;10;0;0;120455;EXTINTOR PORTATIL PO QUIMICO BC 6KG;101;EM Entrada mercador.;0180033725;1003818;5000235939;1;04/11/2025;13/11/2025;13/11/2025;16:02:40;15;2.996,25;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;15;UN;CDFL - CD FLORES;;0;15;15;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;599,25;0,00;;
CDFL;4500134200;;;30;0;0;120456;EXTINTOR PORTATIL AGUA PRESSURIZADA 10 L;101;EM Entrada mercador.;0180033461;1004023;5000234010;3;21/10/2025;27/10/2025;27/10/2025;09:09:47;20;4.600,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;20;UN;CDFL - CD FLORES;;0;20;20;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;0,00;0,00;;
CDFL;4500135800;;;10;0;0;120457;AVENTAL DESCARTAVEL TNT MANGA LONGA;101;EM Entrada mercador.;0180033658;1008610;5000235334;1;05/11/2025;11/11/2025;11/11/2025;09:37:16;10;460,50;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;92,10;0,00;;
CDFL;4500135800;;;20;0;0;120458;MASCARA CIRURGICA TRIPLA COM FILTRO;101;EM Entrada mercador.;0180033658;1008610;5000235334;2;05/11/2025;11/11/2025;11/11/2025;09:37:16;5;61,40;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;5;UN;CDFL - CD FLORES;;0;5;5;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;12,28;0,00;;
CDFL;4500135801;;;10;0;0;120459;LUVAS LATEX DESCARTAVEL TAMANHO M;101;EM Entrada mercador.;0180033697;1006513;5000235740;1;06/11/2025;12/11/2025;12/11/2025;15:05:47;6;336,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;6;UN;CDFL - CD FLORES;;0;6;6;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;0,00;0,00;;
CDFL;4500135801;;;20;0;0;120460;LUVAS LATEX DESCARTAVEL TAMANHO G;101;EM Entrada mercador.;0180033697;1006513;5000235740;2;06/11/2025;12/11/2025;12/11/2025;15:05:47;5;280,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;5;UN;CDFL - CD FLORES;;0;5;5;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;0,00;0,00;;
CDFL;4500135773;;;30;0;0;120461;TOUCA BRANCA DESCARTAVEL;101;EM Entrada mercador.;0180034872;1003818;5000252051;1;06/02/2026;20/02/2026;20/02/2026;11:06:01;5;53,00;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;5;UN;CDFL - CD FLORES;;0;5;5;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;10,60;0,00;;
CDFL;4500133713;;;30;0;0;120462;RESPIRADOR SEMI FACIAL 6200 SERIE 6000 P;101;EM Entrada mercador.;0180033358;1003818;5000232561;1;13/10/2025;20/10/2025;20/10/2025;11:33:18;1;176,50;CUST;ESTOQUE_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;35,30;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180035410;1003291;5000257324;2;23/03/2026;26/03/2026;26/03/2026;14:15:49;2;41.972,54;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;2;UN;CDFL - CD FLORES;;0;2;2;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;2.938,08;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180035283;1003291;5000256524;1;13/03/2026;18/03/2026;18/03/2026;10:21:28;3;62.958,81;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;3;UN;CDFL - CD FLORES;;0;3;3;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;4.407,12;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180035262;1003291;5000256495;2;16/03/2026;18/03/2026;18/03/2026;09:14:38;9;188.876,43;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;9;UN;CDFL - CD FLORES;;0;9;9;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;13.221,35;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180035279;1003291;5000256517;2;13/03/2026;18/03/2026;18/03/2026;10:00:18;2;41.972,54;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;2;UN;CDFL - CD FLORES;;0;2;2;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;2.938,08;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180035150;1003291;5000254710;4;04/03/2026;10/03/2026;10/03/2026;10:22:55;1;20.986,27;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;1.469,04;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034878;1003291;5000252090;3;13/02/2026;20/02/2026;20/02/2026;14:15:14;1;20.986,27;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;1.469,04;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034811;1003291;5000251536;2;11/02/2026;14/02/2026;14/02/2026;07:35:19;10;209.862,70;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;14.690,39;0,00;;
CDFL;4500139117;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034813;1003291;5000251538;3;10/02/2026;14/02/2026;14/02/2026;07:41:17;1;20.986,27;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2026;;;S;WE;0,00;BRL;;;0;0;UN;UN;1.469,04;0,00;;
CDFL;4500129073;;;80;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034218;1003291;5000243959;1;17/12/2025;22/12/2025;22/12/2025;14:58:27;3;62.958,81;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;3;UN;CDFL - CD FLORES;;0;3;3;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;4.407,12;0,00;;
CDFL;4500129073;;;80;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034072;1003291;5000241666;1;09/12/2025;15/12/2025;15/12/2025;08:24:26;11;230.848,97;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;11;UN;CDFL - CD FLORES;;0;11;11;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;16.159,43;0,00;;
CDFL;4500129073;;;80;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034074;1003291;5000241669;1;09/12/2025;15/12/2025;15/12/2025;08:29:00;10;209.862,70;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;14.690,39;0,00;;
CDFL;4500129073;;;80;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180034073;1003291;5000241667;1;09/12/2025;15/12/2025;15/12/2025;08:26:53;10;209.862,70;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;10;UN;CDFL - CD FLORES;;0;10;10;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;14.690,39;0,00;;
CDFL;4500121355;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180033314;1003291;5000232018;1;06/10/2025;17/10/2025;17/10/2025;08:04:30;7;146.903,89;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;7;UN;CDFL - CD FLORES;;0;7;7;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;10.283,27;0,00;;
CDFL;4500121355;;;40;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180033313;1003291;5000232017;1;06/10/2025;17/10/2025;17/10/2025;08:01:26;6;125.917,62;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;6;UN;CDFL - CD FLORES;;0;6;6;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;8.814,23;0,00;;
CDFL;4500114957;;;50;0;0;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;101;EM Entrada mercador.;0180033228;1003291;5000230756;3;01/10/2025;13/10/2025;13/10/2025;08:29:15;1;20.986,27;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;1.469,04;0,00;;
CDFL;4500125193;;;70;0;0;400051;TRAFO AER 3F 15KV 225KVA 220/127V 7TP;101;EM Entrada mercador.;0180034219;1003291;5000243960;1;17/12/2025;22/12/2025;22/12/2025;15:02:15;1;55.600,80;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;3.892,06;0,00;;
CDFL;4500118240;;;50;0;0;400051;TRAFO AER 3F 15KV 225KVA 220/127V 7TP;101;EM Entrada mercador.;0180033833;1003291;5000236845;2;07/11/2025;19/11/2025;19/11/2025;09:26:04;1;55.600,80;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;3.892,06;0,00;;
CDFL;4500125193;;;70;0;0;400051;TRAFO AER 3F 15KV 225KVA 220/127V 7TP;101;EM Entrada mercador.;0180033829;1003291;5000236826;3;13/11/2025;19/11/2025;19/11/2025;08:56:46;1;55.600,80;INVT;EST_INV_AME;MDCOSTA;;;;;;;;;1;UN;CDFL - CD FLORES;;0;1;1;AMEN;;;;0,00;0,00;0;;0;0;;;B;;;;0;UN;2025;;;S;WE;0,00;BRL;;;0;0;UN;UN;3.892,06;0,00;;
